element_id,name,category,query_label,tfidf_x,tfidf_y,hash_x,hash_y,tfidf_kmeans_cluster,hashing_kmeans_cluster
node/1982085234,The Parade Ground,park relaxed,gardens,0.39636450097796144,-0.285501445998947,0.3516766554307781,0.3692281412732914,0,0
node/2578705282,MR Valek Garden Landscapist,park relaxed,gardens,0.576156910200195,-0.09286993948157314,0.4918091717455809,0.17732718992310603,0,0
node/3725978141,Horniman's Wildlife Garden,park relaxed,gardens,0.4670254617767189,-0.35660660661166693,0.46347491924205464,0.443823423235126,0,0
node/4567226374,Allotment Gardens,park relaxed,gardens,0.5715944172204315,0.03925756323838788,0.5868488121709978,0.0034687183321438987,0,0
node/4678882807,Hornsey Park Community Garden,park relaxed,gardens,0.5235993880007458,-0.36334507987443354,0.4474083782999642,0.4345884593287784,0,0
node/6582725771,Levita House Plantation,park relaxed,gardens,0.5971497041304556,0.13516458028223993,0.5482302897905911,-0.08944606255964242,0,1
node/7133584273,Footpath Nursery,park relaxed,gardens,0.5426928103415525,-0.13180107410812486,0.46600445341757973,0.18435846296581282,0,0
node/7552636680,Mabley Edible Garden,park relaxed,gardens,0.4624313599398473,-0.32562049169296653,0.36374016936165066,0.26026979232165576,0,0
node/7644040345,Walled Formal Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.40501411294614675,0.39390752811166785,0,0
node/8080669417,Core Landscapes,park relaxed,gardens,0.45416789118723316,-0.22113008242948015,0.39926200007123913,0.22799900855242206,0,0
node/8869785683,Tooting Community Garden,park relaxed,gardens,0.42571900071482044,-0.2530556119029324,0.4390907838970443,0.26566814208188666,0,0
node/9687834484,OmVed Gardens,park relaxed,gardens,0.47389865375629453,-0.2933544614288403,0.44116502242799555,0.31844198079003616,0,0
node/10264287285,Forest of Thanks,park relaxed,gardens,0.3977704132023841,-0.26164085048158425,0.3766700035430526,0.26697547273926303,0,0
